dossier	nom	original	url	octets	mode
federations	web_archive_org_web_2019_http_coinche_stephanoise_com_index_php	.html	https://web.archive.org/web/2019/http://www.coinche-stephanoise.com/index.php	44961	fetch
federations	web_archive_org_web_2020_http_coinche_stephanoise_com	.html	https://web.archive.org/web/2020/http://coinche-stephanoise.com/	46548	fetch
tournois	aappmakoenigshoffen_e_monsite_com_medias_files_reglementtournoibelote_2_pdf	.pdf	http://aappmakoenigshoffen.e-monsite.com/medias/files/reglementtournoibelote-2.pdf	98110	fetch
tournois	ainesruraux_saintsever_com_belote_BELOTE_20TRADITIONNELLE_pdf	.pdf	http://www.ainesruraux-saintsever.com/belote/BELOTE%20TRADITIONNELLE.pdf	31998	fetch
tournois	beloter_com_351_organiser_un_concours_en_salle	.html	http://www.beloter.com/351/organiser-un-concours-en-salle	31266	fetch
tournois	bibuloba_animations_fr_wp_content_uploads_2020_04_Bibuloba_regles_belote_pdf	.pdf	https://bibuloba-animations.fr/wp-content/uploads/2020/04/Bibuloba-regles-belote.pdf	1081352	fetch
tournois	bonnafousn_wixsite_com_belote_fourquevaux	.html	https://bonnafousn.wixsite.com/belote-fourquevaux	377454	fetch
tournois	calameo_com_books_00070473318190a9fb456	.html	https://www.calameo.com/books/00070473318190a9fb456	21614	fetch
tournois	carafons_fr_regles_de_la_coinche	.html	https://carafons.fr/regles-de-la-coinche/	176409	fetch
tournois	cartesetcie_fr_les_regles_de_la_coinche	.html	https://cartesetcie.fr/les-regles-de-la-coinche/	328957	fetch
tournois	casimirdehauteclocque_fr_jeux_coinche_pdf	.pdf	https://casimirdehauteclocque.fr/jeux/coinche.pdf	222735	fetch
tournois	cdf_missegre11_com_medias_files_belote_contre_e_pdf	.pdf	http://www.cdf-missegre11.com/medias/files/belote-contre-e.pdf	201759	fetch
tournois	cdfcasson_fr_files_ugd_0df194_8c501176abb04e5b9237c65fcf80f584_pdf	.pdf	https://www.cdfcasson.fr/_files/ugd/0df194_8c501176abb04e5b9237c65fcf80f584.pdf	123966	fetch
tournois	club_belote_com_les_tournois_de_belote_html	.html	https://www.club-belote.com/les-tournois-de-belote.html	29765	fetch
tournois	clublafontainedejouvence_fr_r_C3_A8glement_coinch_C3_A9e	.html	https://www.clublafontainedejouvence.fr/r%C3%A8glement/coinch%C3%A9e	27260	fetch
tournois	concours_belote_org_blog_organiser_concours_belote	.html	https://www.concours-belote.org/blog/organiser-concours-belote	69746	fetch
tournois	data_over_blog_kiwi_com_1_05_17_17_20150128_ob_1f68a4_2015_01_27_reglement_table_coinche_pdf	.pdf	http://data.over-blog-kiwi.com/1/05/17/17/20150128/ob_1f68a4_2015-01-27-reglement-table-coinche.pdf	305107	fetch
tournois	festivaldesjeux_cannes_com_en_evenement_1258_Grand_Prix_de_Cannes_Closing_of_the_2026_Festival_5_rounds_of_200	.html	https://www.festivaldesjeux-cannes.com/en/evenement/1258/Grand-Prix-de-Cannes-Closing-of-the-2026-Festival-5-rounds-of-2001-points	28184	fetch
tournois	festivaldesjeux_cannes_com_fr_evenement_1253_Tournois_qualificatifs_pour_le_Championnat_de_France_de_Belote_Co	.html	https://www.festivaldesjeux-cannes.com/fr/evenement/1253/Tournois-qualificatifs-pour-le-Championnat-de-France-de-Belote-Contree	28758	fetch
tournois	festivaldesjeux_cannes_com_fr_evenements_2026_02_25	.html	https://www.festivaldesjeux-cannes.com/fr/evenements/2026-02-25	41939	fetch
tournois	festivaldesjeux_cannes_com_fr_evenements_2026_02_28	.html	https://www.festivaldesjeux-cannes.com/fr/evenements/2026-02-28	248474	fetch
tournois	festivaldesjeux_cannes_com_fr_evenements_2026_03_01	.html	https://www.festivaldesjeux-cannes.com/fr/evenements/2026-03-01	143189	fetch
tournois	fnasce_org_2016_concours_de_belote_contree_coinche_a36693_html_lang_fr	.html	https://www.fnasce.org/2016-concours-de-belote-contree-coinche-a36693.html?lang=fr	232416	fetch
tournois	fnasce_org_IMG_pdf_Belote_Reglement_cle19a7cf_pdf	.pdf	https://www.fnasce.org/IMG/pdf/Belote_Reglement_cle19a7cf.pdf	100906	fetch
tournois	fnasce_org_IMG_pdf_belote_reglement_cle1a43c7_pdf	.pdf	https://www.fnasce.org/IMG/pdf/belote_reglement_cle1a43c7.pdf	27059	fetch
tournois	fnasce_org_IMG_pdf_reglement_belote_pdf	.pdf	https://www.fnasce.org/IMG/pdf/reglement_belote.pdf	136076	fetch
tournois	fnasce_org_IMG_pdf_reglement_pdf	.pdf	https://www.fnasce.org/IMG/pdf/reglement.pdf	27953	fetch
tournois	fr_wikipedia_org_wiki_Syst_C3_A8me_Aurard	.html	https://fr.wikipedia.org/wiki/Syst%C3%A8me_Aurard	53769	fetch
tournois	geraudotloisirs_free_fr_index_php_option_com_content_view_article_id_116_I	.html	http://geraudotloisirs.free.fr/index.php?option=com_content&view=article&id=116&Itemid=102	17042	fetch
tournois	jeu_belote_fr_regles_php_part_tournoi_competition_belote	.html	http://www.jeu-belote.fr/regles.php?part=tournoi-competition-belote	49383	fetch
tournois	jwebarteam_wordpress_com_championnat_de_coinche_2016_2017_les_regles	.html	https://jwebarteam.wordpress.com/championnat-de-coinche-2016-2017/les-regles/	92954	fetch
tournois	lagrandcombe_fr_wp_content_uploads_2020_01_Reglement_belote_2020_pdf	.pdf	https://www.lagrandcombe.fr/wp-content/uploads/2020/01/Reglement-belote-2020.pdf	439020	fetch
tournois	lesamisdutempslibrevarennes_jimdofree_com_activit_C3_A9s_jeux_concours_concours_belote	.html	https://lesamisdutempslibrevarennes.jimdofree.com/activit%C3%A9s/jeux-concours/concours-belote/	60184	fetch
tournois	maisondesessarts_fr_article116_html	.html	https://www.maisondesessarts.fr/article116.html	38323	fetch
tournois	muscletacoinche_wixsite_com_muscletacoinche_copie_de_equipes	.html	https://muscletacoinche.wixsite.com/muscletacoinche/copie-de-equipes	379219	fetch
tournois	pontdeclaix_fr_sites_default_files_2024_01_65a68d18ab985_rglementconcoursdebelote_pdf	.pdf	https://www.pontdeclaix.fr/sites/default/files/2024-01/65a68d18ab985_rglementconcoursdebelote.pdf	69999	fetch
tournois	rjcv_be_belote_regles_pdf	.pdf	https://www.rjcv.be/belote/regles.pdf	54610	fetch
tournois	s1_static_footeo_com_uploads_fcplouay_Medias_Rglement_Concours_mtqpkb_pdf	.pdf	http://s1.static-footeo.com/uploads/fcplouay/Medias/Rglement_Concours__mtqpkb.pdf	132015	fetch
tournois	sc4e58b2fce8a2e7a_jimcontent_com_download_version_1707646012_module_12973656226_name_Belote_20R_C3_A8glement_2	.pdf	https://sc4e58b2fce8a2e7a.jimcontent.com/download/version/1707646012/module/12973656226/name/Belote%20R%C3%A8glement%20%202024.pdf	127923	fetch
tournois	tcvb_bruche_free_fr_dossomma_tournoibelotte2012_tournoibelote2012reglement_htm	.html	http://tcvb.bruche.free.fr/dossomma/tournoibelotte2012/tournoibelote2012reglement.htm	10820	fetch
tournois	tournois_apps_com_belote	.html	https://tournois-apps.com/belote	86868	fetch
tournois	ville_plougastel_bzh_wp_content_uploads_2023_11_Reglement_Concours_Belote_pdf	.pdf	https://ville-plougastel.bzh/wp-content/uploads/2023/11/Reglement_Concours_Belote.pdf	232430	fetch
tournois	ville_plougastel_bzh_wp_content_uploads_2025_11_2026_Reglement_Tournoi_Belote_pdf	.pdf	https://ville-plougastel.bzh/wp-content/uploads/2025/11/2026_Reglement_Tournoi_Belote.pdf	110147	fetch
tournois	villeconin_fr_wp_content_uploads_2017_02_F_C3_A9d_C3_A9ration_fran_C3_A7aise_de_Belote_Informations_sur_le_jeu	.pdf	https://villeconin.fr/wp-content/uploads/2017/02/F%C3%A9d%C3%A9ration-fran%C3%A7aise-de-Belote-Informations-sur-le-jeu-de-belote.pdf	458838	fetch
tournois	web_archive_org_web_20160421181912if_http_festivaldesjeux_cannes_com_Documents_REGLEMENT_20DE_20LA_20BELOTE_20	.pdf	https://web.archive.org/web/20160421181912if_/http://www.festivaldesjeux-cannes.com/Documents/REGLEMENT%20DE%20LA%20BELOTE%20AUX%20ENCHERES%20OU%20CONTREE2016.pdf	161528	fetch
tournois	web_archive_org_web_2020_http_coinche_stephanoise_com_mesdocuments_reglement_coinche_pdf	.pdf	https://web.archive.org/web/2020/http://coinche-stephanoise.com/mesdocuments/reglement_coinche.pdf	111232	fetch
tournois	web_archive_org_web_20220516113001_http_pcsgc_fr_pages_infos_utiles_regles_officielles_de_la_coinche_html	.html	http://web.archive.org/web/20220516113001/http://www.pcsgc.fr/pages/infos-utiles/regles-officielles-de-la-coinche.html	48994	fetch
tournois	web_myassoc_org_img_Lions_E2uYP6mbNv79_2238_8c929f766_medias_c7aa239f63982fbbac73870b2563ec21_pdf	.pdf	https://web.myassoc.org/img/Lions_E2uYP6mbNv79/2238_8c929f766/medias/c7aa239f63982fbbac73870b2563ec21.pdf	122065	fetch
tournois	weezevent_com_fr_blog_organiser_concours_belote	.html	https://weezevent.com/fr/blog/organiser-concours-belote/	111197	fetch
tournois	zpag_net_Jeux_Cartes_Belote_et_Variante_pdf	.pdf	http://www.zpag.net/Jeux/Cartes/Belote_et_Variante.pdf	40289	fetch
clubs	adpoker_fr_whist_a_la_couleur_html	.html	https://www.adpoker.fr/whist-a-la-couleur.html	11835	fetch
clubs	amisduchibre_ch_histoire_du_chibre_ou_du_jass	.html	https://amisduchibre.ch/histoire-du-chibre-ou-du-jass/	53613	fetch
clubs	belotejeu_com_belote_suisse	.html	http://www.belotejeu.com/belote-suisse/	34707	fetch
clubs	chibre_ch_forum_viewtopic_php_p_25745	.html	https://chibre.ch/forum/viewtopic.php?p=25745	44525	fetch
clubs	chibre_ch_forum_viewtopic_php_t_2298	.html	https://www.chibre.ch/forum/viewtopic.php?t=2298	39612	fetch
clubs	chibre_ch_forum_viewtopic_php_t_2498	.html	https://www.chibre.ch/forum/viewtopic.php?t=2498	38100	fetch
clubs	chibre_ch_forum_viewtopic_php_t_638	.html	https://www.chibre.ch/forum/viewtopic.php?t=638	43207	fetch
clubs	chibre_ch_forum_viewtopic_php_t_943	.html	https://www.chibre.ch/forum/viewtopic.php?t=943	72440	fetch
clubs	coinche_ch_PageCoinche_GuideCoinche_pdf	.pdf	https://coinche.ch/PageCoinche/GuideCoinche.pdf	128838	fetch
clubs	coinche_ch_PageCoinche_Theoremes_Theoremes_pdf	.pdf	https://coinche.ch/PageCoinche/Theoremes/Theoremes.pdf	43452	fetch
clubs	coinche_ch_PageCoinche_annonces_pdf	.pdf	https://coinche.ch/PageCoinche/annonces.pdf	66548	fetch
clubs	coinche_ch_PageCoinche_coincheRV_pdf	.pdf	https://coinche.ch/PageCoinche/coincheRV.pdf	89575	fetch
clubs	coinche_ch_mode_pdf	.pdf	https://coinche.ch/mode.pdf	42359	fetch
clubs	coinche_ch_regles_coinche_pdf	.pdf	https://coinche.ch/regles_coinche.pdf	82250	fetch
clubs	coinche_ch_regles_pdf	.pdf	https://coinche.ch/regles.pdf	63951	fetch
clubs	coinche_ch_regles_tournoi_pdf	.pdf	https://coinche.ch/regles_tournoi.pdf	80479	fetch
clubs	coinche_ch_seminaire_coinche_pdf	.pdf	https://coinche.ch/seminaire_coinche.pdf	52223	fetch
clubs	fadoq_ca_wp_content_uploads_2017_06_rglement_jeux_en_tte_2019_pdf	.pdf	https://www.fadoq.ca/wp-content/uploads/2017/06/rglement-jeux-en-tte-2019.pdf	588836	fetch
clubs	fadoq_ca_wp_content_uploads_2018_09_whist_militaire_pdf	.pdf	https://www.fadoq.ca/wp-content/uploads/2018/09/whist-militaire.pdf	71489	fetch
clubs	fadoq_ca_wp_content_uploads_2022_01_regles_combinees_2019_pdf	.pdf	https://www.fadoq.ca/wp-content/uploads/2022/01/regles-combinees-2019.pdf	1047603	fetch
clubs	fadoq_ca_wp_content_uploads_2023_03_reglements_whist_militaire_pdf	.pdf	https://www.fadoq.ca/wp-content/uploads/2023/03/reglements-whist-militaire.pdf	109168	fetch
clubs	foss_bridge_org_comment_jouer_a_la_belote_tunisienne	.html	https://foss-bridge.org/comment-jouer-a-la-belote-tunisienne/	97721	fetch
clubs	frtj_kirschmann_reglement_tournois_officiels_COMPLET	.txt	http://www.kirschmann.ch/jassmaster2k/Regles/ (sections 1-20)	27278	fetch
clubs	jass_geneve_ch_regles_html	.html	https://www.jass-geneve.ch/regles.html	31481	fetch
clubs	jass_geneve_ch_regleschibre_html	.html	https://www.jass-geneve.ch/regleschibre.html	30832	fetch
clubs	jassshop_ch_pi_Jassreglemente_14279_html	.html	https://www.jassshop.ch/pi/Jassreglemente/14279.html	118026	fetch
clubs	jassverband_ch_fr	.html	https://jassverband.ch/fr	139982	fetch
clubs	jouer_au_belote_ueuo_com	.html	https://jouer-au-belote.ueuo.com/	11130	fetch
clubs	lewhist_be_reglement_html	.html	http://www.lewhist.be/reglement.html	11265	fetch
clubs	owfstorage_fadoq_ca_uploads_36754db5_d7ad_e611_8495_003048b86c77_8046d1eb_d85d_4799_93fe_756e053cbb96_pdf	.pdf	http://owfstorage.fadoq.ca/uploads/36754db5-d7ad-e611-8495-003048b86c77/8046d1eb-d85d-4799-93fe-756e053cbb96.pdf	1144338	fetch
clubs	regles_com_jeux_cartes_chibre_html	.html	https://www.regles.com/jeux-cartes/chibre.html	88520	fetch
clubs	regles_com_jeux_cartes_jass_html	.html	https://www.regles.com/jeux-cartes/jass.html	47956	fetch
clubs	reset_bar_ch_reglement_tournoi_jass	.html	https://reset-bar.ch/reglement-tournoi-jass/	324144	fetch
clubs	revue_bancal_fr_explorez_les_variantes_des_regles_de_la_belote_a_travers_le_monde	.html	https://www.revue-bancal.fr/explorez-les-variantes-des-regles-de-la-belote-a-travers-le-monde/	282543	fetch
clubs	rja_be_news_concours_de_belote	.html	https://www.rja.be/news/concours-de-belote/	127579	fetch
clubs	swisslos_ch_fr_jass_championnatsuissedechibre_informations_html	.html	https://www.swisslos.ch/fr/jass/championnatsuissedechibre/informations.html	81954	fetch
clubs	swisslos_ch_fr_jass_informations_les_regles_du_jass_bases_du_jass_html	.html	https://www.swisslos.ch/fr/jass/informations/les-regles-du-jass/bases-du-jass.html	81234	fetch
clubs	swisslos_ch_fr_jass_informations_les_regles_du_jass_le_chibre_html	.html	https://www.swisslos.ch/fr/jass/informations/les-regles-du-jass/le-chibre.html	81371	fetch
clubs	web_archive_org_web_20220704150905_https_charlemagnrie_be_wp_content_uploads_R_C3_A8glement_Belote_pdf	.pdf	https://web.archive.org/web/20220704150905/https://charlemagnrie.be/wp-content/uploads/R%C3%A8glement-Belote.pdf	5796	fetch
clubs	web_archive_org_web_20240130104132_https_charlemagnrie_be_tournoi_de_belote	.html	https://web.archive.org/web/20240130104132/https://www.charlemagnrie.be/tournoi-de-belote/	384888	fetch
clubs	web_be_clubsdewhist_html	.html	https://web.be/clubsdewhist.html	58666	fetch
clubs	whist_hainaut_be_Reglement_htm	.html	http://www.whist-hainaut.be/Reglement.htm	50959	fetch
clubs	whisthub_com_fr_rules	.html	https://www.whisthub.com/fr/rules	37108	fetch
divers	6yka_com_blogovi_bela_ili_belot	.html	https://6yka.com/blogovi/bela-ili-belot	548045	fetch
divers	adpoker_fr_belote_contree_html	.html	https://www.adpoker.fr/belote-contree.html	11511	fetch
divers	alhoa_free_fr_ALH_belote_rules_htm	.html	http://alhoa.free.fr/ALH/belote_rules.htm	13243	fetch
divers	anatoli1606_blog_bg_zabavlenie_2010_11_10_oficialni_pravila_na_igrata_belot_632465	.html	https://anatoli1606.blog.bg/zabavlenie/2010/11/10/oficialni-pravila-na-igrata-belot.632465	41658	fetch
divers	ange_heureux_free_fr_JeuxDeCartes_La_Coinche_html	.html	http://www.ange.heureux.free.fr/JeuxDeCartes/La_Coinche.html	130964	fetch
divers	avagyanp_blogspot_com_2012_07_thearmenians_play_bazaar_blot_alongwith_html	.html	http://avagyanp.blogspot.com/2012/07/thearmenians-play-bazaar-blot-alongwith.html	57166	fetch
divers	balootchampionship_com_baloot	.html	https://www.balootchampionship.com/baloot/	49868	fetch
divers	belaibelot_blogspot_com_p_n_e_p_i_s_n_pravila_bele_html	.html	http://belaibelot.blogspot.com/p/n-e-p-i-s-n-pravila-bele.html	107024	fetch
divers	belot_bg_academy_basics_belot_termini	.html	https://belot.bg/academy/basics/belot-termini/	91443	fetch
divers	belot_bg_academy_basics_tochkuvane_v_belota	.html	https://belot.bg/academy/basics/tochkuvane-v-belota/	93642	fetch
divers	belot_bg_belot_rules	.html	https://belot.bg/belot/rules/	103847	fetch
divers	belot_md_reguli_new_php	.html	https://belot.md/reguli_new.php	48581	fetch
divers	belot_md_reguli_php	.html	https://belot.md/reguli.php	48581	fetch
divers	belote_tv_federation_francaise_de_belote	.html	http://www.belote.tv/federation-francaise-de-belote/	45632	fetch
divers	belotecontree_free_reglement	.html	http://belotecontree.free.fr/article.php3?id_article=22	58727	fetch
divers	belotejeu_com_jouer_variante_belote	.html	http://www.belotejeu.com/jouer/variante-belote/	35447	fetch
divers	belotejeu_fr_variantes_de_la_belote	.html	http://belotejeu.fr/variantes-de-la-belote/	30493	fetch
divers	belotepoint_fr_belote_rebelote	.html	https://www.belotepoint.fr/belote-rebelote	17008	fetch
divers	belotepoint_fr_regles_belote	.html	https://www.belotepoint.fr/regles-belote	20227	fetch
divers	belotepoint_fr_regles_coinche	.html	https://www.belotepoint.fr/regles-coinche	22167	fetch
divers	beloter_com_251_le_r_C3_A8glement_officiel_de_la_belote	.html	http://www.beloter.com/251/le-r%C3%A8glement-officiel-de-la-belote	32101	fetch
divers	beloter_com_33_litige_C3_A0_la_coinche_C3_A9galit_C3_A9_C3_A0_81	.html	http://www.beloter.com/33/litige-%C3%A0-la-coinche-%C3%A9galit%C3%A9-%C3%A0-81	41780	fetch
divers	beloter_com_673_participer_au_championnat_de_france	.html	http://www.beloter.com/673/participer-au-championnat-de-france	31056	fetch
divers	beloter_com_906_litige_sur_les_81_points	.html	http://www.beloter.com/906/litige-sur-les-81-points	30390	fetch
divers	beloter_com_les_autres_variantes	.html	http://www.beloter.com/les-autres-variantes	22676	fetch
divers	beloter_com_questions	.html	http://www.beloter.com/questions	69232	fetch
divers	beloter_com_questions_la_belote	.html	http://www.beloter.com/questions/la-belote	65198	fetch
divers	beloter_com_questions_les_autres_variantes	.html	http://www.beloter.com/questions/les-autres-variantes	21715	fetch
divers	beloter_com_r_C3_A8gles_belote	.html	http://www.beloter.com/r%C3%A8gles-belote	24130	fetch
divers	beloter_com_r_C3_A8gles_coinche_contre	.html	http://www.beloter.com/r%C3%A8gles-coinche-contre	21677	fetch
divers	bg_wikipedia_org_wiki_D0_91_D0_B5_D0_BB_D0_BE_D1_82	.html	https://bg.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D1%82	152475	fetch
divers	bg_wikipedia_org_wiki_D0_91_D1_80_D0_B8_D0_B4_D0_B6_D0_B1_D0_B5_D0_BB_D0_BE_D1_82	.html	https://bg.wikipedia.org/wiki/%D0%91%D1%80%D0%B8%D0%B4%D0%B6-%D0%B1%D0%B5%D0%BB%D0%BE%D1%82	152109	fetch
divers	bglux_org_forum_viewtopic_php_id_43	.html	https://www.bglux.org/forum/viewtopic.php?id=43	56264	fetch
divers	bk_jeux_ducale_fr_app_uploads_2022_06_cartes_a_jouer_Ducale_regle_jeu_belote_coinchee_pour_joueur_expert_pdf	.pdf	https://bk.jeux-ducale.fr/app/uploads/2022/06/cartes-a-jouer-Ducale-regle-jeu-belote-coinchee-pour-joueur-expert.pdf	135230	fetch
divers	blog_bozho_net_blog_913	.html	https://blog.bozho.net/blog/913	64322	fetch
divers	blog_jawaker_com_en_baloot_rules_en	.html	https://blog.jawaker.com/en/baloot-rules-en/	18429	fetch
divers	carafons_fr_regles_de_la_coinche	.html	https://carafons.fr/regles-de-la-coinche/	176409	fetch
divers	cartamundi_fr_app_uploads_2018_06_729710_notice_belote_1_pdf	.pdf	https://cartamundi.fr/app/uploads/2018/06/729710_notice_belote-1.pdf	1875794	fetch
divers	cartesenmain_fr_blogs_infos_coinche_quand_la_belote_se_corse_et_s_arrose	.html	https://cartesenmain.fr/blogs/infos/coinche-quand-la-belote-se-corse-et-s-arrose	126441	fetch
divers	cartesetcie_fr_regle_du_jeu_belote	.html	https://cartesetcie.fr/regle-du-jeu-belote/	332973	fetch
divers	cartesetcie_fr_regle_du_jeu_la_belote_coinchee	.html	https://cartesetcie.fr/regle-du-jeu-la-belote-coinchee/	292549	fetch
divers	cartesetcie_fr_regles_officielles_de_la_belote	.html	https://cartesetcie.fr/regles-officielles-de-la-belote/	349610	fetch
divers	chessclubanderlecht_org_les_variantes_de_la_belote_decouvrez_les_regles_regionales_et_comment_elles_influencen	.html	https://www.chessclubanderlecht.org/les-variantes-de-la-belote-decouvrez-les-regles-regionales-et-comment-elles-influencent-le-jeu	28611	fetch
divers	civil2006_blogspot_com_2006_12_blog_post_12_html	.html	http://civil2006.blogspot.com/2006/12/blog-post_12.html	157992	fetch
divers	club_belote_com_belote_coinchee_stephanoise_regles_particularites_et_positionnement_html	.html	https://www.club-belote.com/belote-coinchee-stephanoise-regles-particularites-et-positionnement.html	31872	fetch
divers	club_belote_com_la_belote_coinchee_et_belote_contree	.html	https://www.club-belote.com/la-belote-coinchee-et-belote-contree	41305	fetch
divers	clubdejeux_com_belote_coinchee_online_regles	.html	https://www.clubdejeux.com/belote-coinchee-online/regles	56171	fetch
divers	coinche_eboaz_com_regles_jeu_coinche	.html	http://coinche.eboaz.com/regles-jeu-coinche/	11005	fetch
divers	coincheenligne_fr_annonces	.html	http://www.coincheenligne.fr/annonces/	32147	fetch
divers	coincheenligne_fr_encheres	.html	http://www.coincheenligne.fr/encheres/	32785	fetch
divers	coincheenligne_fr_regles_coinche	.html	http://www.coincheenligne.fr/regles-coinche/	32448	fetch
divers	commentjouer_fr_jouer_belote_a_trois	.html	https://www.commentjouer.fr/jouer-belote-a-trois/	175238	fetch
divers	concours_de_belote_fr_les_differents_types_de_belote	.html	https://concours-de-belote.fr/les-differents-types-de-belote/	132864	fetch
divers	cooldown_bg_belot_turning_pravila_pdf	.pdf	https://cooldown.bg/belot_turning_pravila.pdf	94028	fetch
divers	corsicafan_com_cfan_docs_mn_nbcc_pdf	.pdf	https://www.corsicafan.com/cfan/docs/mn/nbcc.pdf	1429715	fetch
divers	corsicafan_com_cfan_download_bca2_pdf	.pdf	https://www.corsicafan.com/cfan/download/bca2.pdf	388863	fetch
divers	dalmacijaportal_hr_bela_povijest_pravila_i_najvece_posebnosti	.html	https://dalmacijaportal.hr/bela-povijest-pravila-i-najvece-posebnosti/	420718	fetch
divers	de_wikipedia_org_wiki_Jass	.html	https://de.wikipedia.org/wiki/Jass	222851	fetch
divers	denislavsotirov_blogspot_com_2013_07_blog_post_1858_html	.html	http://denislavsotirov.blogspot.com/2013/07/blog-post_1858.html	68635	fetch
divers	dimitrovmitko93_wixsite_com_belot_blank_tunt8	.html	https://dimitrovmitko93.wixsite.com/belot/blank-tunt8	433785	fetch
divers	drasill_github_io_bga_coinche_rules_en_html	.html	https://drasill.github.io/bga-coinche/rules-en.html	9722	fetch
divers	drasill_github_io_bga_coinche_rules_fr_html	.html	https://drasill.github.io/bga-coinche/rules-fr.html	11294	fetch
divers	eivanec_webmaster_com_hr_wp_content_uploads_2019_12_pravila_igre_bela_belot_pdf	.pdf	https://eivanec.webmaster.com.hr/wp-content/uploads/2019/12/pravila-igre-bela-belot.pdf	494432	fetch
divers	eksisozluk_com_belot_1389371	.html	https://eksisozluk.com/belot--1389371	87887	fetch
divers	el_wikipedia_org_wiki_CE_92_CE_AF_CE_B4_CE_B1_CF_80_CE_B1_CE_B9_CF_87_CE_BD_CE_AF_CE_B4_CE_B9	.html	https://el.wikipedia.org/wiki/%CE%92%CE%AF%CE%B4%CE%B1_(%CF%80%CE%B1%CE%B9%CF%87%CE%BD%CE%AF%CE%B4%CE%B9)	160761	fetch
divers	el_wikipedia_org_wiki_CE_9C_CF_80_CE_BF_CF_85_CF_81_CE_BB_CF_8C_CF_84	.html	https://el.wikipedia.org/wiki/%CE%9C%CF%80%CE%BF%CF%85%CF%81%CE%BB%CF%8C%CF%84	124188	fetch
divers	el_wikipedia_org_wiki_CE_A0_CE_B9_CE_BB_CF_8C_CF_84_CF_84_CE_B1	.html	https://el.wikipedia.org/wiki/%CE%A0%CE%B9%CE%BB%CF%8C%CF%84%CF%84%CE%B1	116135	fetch
divers	en_wikipedia_org_wiki_Baloot	.html	https://en.wikipedia.org/wiki/Baloot	315160	fetch
divers	en_wikipedia_org_wiki_Belote	.html	https://en.wikipedia.org/wiki/Belote	168569	fetch
divers	en_wikipedia_org_wiki_Jass	.html	https://en.wikipedia.org/wiki/Jass	237486	fetch
divers	en_wikipedia_org_wiki_Klabberjass	.html	https://en.wikipedia.org/wiki/Klabberjass	132345	fetch
divers	en_wikipedia_org_wiki_Klaverjas	.html	https://en.wikipedia.org/wiki/Klaverjas	130341	fetch
divers	en_wikipedia_org_wiki_Pilotta	.html	https://en.wikipedia.org/wiki/Pilotta	75670	fetch
